Microsoft (R) COFF/PE Dumper Version 14.43.34808.0
Copyright (C) Microsoft Corporation.  All rights reserved.

File Type: DLL

  Section contains the following exports for ntdll.dll

    00000000 characteristics
    B7F0154A time date stamp
        0.00 version
           8 ordinal base
        2485 number of functions
        2484 number of names

    ordinal hint RVA      name

       1600  637 000F5A90 RtlUpcaseUnicodeStringToAnsiString
       1601  638 000F5BB0 RtlUpcaseUnicodeStringToCountedOemString
       1602  639 00089C20 RtlUpcaseUnicodeStringToOemString
       1603  63A 000EFC40 RtlUpcaseUnicodeToCustomCPN
       1604  63B 0007E520 RtlUpcaseUnicodeToMultiByteN
       1605  63C 00089D00 RtlUpcaseUnicodeToOemN
       1606  63D 00050E70 RtlUpdateClonedCriticalSection
       1607  63E 0009E290 RtlUpdateClonedSRWLock
       1608  63F 0004FFE0 RtlUpdateTimer
       1609  640 00082EC0 RtlUpperChar
       1610  641 000F5DD0 RtlUpperString
       1611  642 00087A40 RtlUserFiberStart
       1612  643 0005A9D0 RtlUserThreadStart
       1613  644 0001AD20 RtlValidAcl
       1614  645 000EDBD0 RtlValidProcessProtection
       1615  646 0007AE70 RtlValidRelativeSecurityDescriptor
       1616  647 00071130 RtlValidSecurityDescriptor
       1617  648 0001AC80 RtlValidSid
       1618  649 001083A0 RtlValidateCorrelationVector
       1619  64A 00086B10 RtlValidateHeap
       1620  64B 000FE130 RtlValidateProcessHeaps
       1621  64C 0007E450 RtlValidateUnicodeString
       1622  64D 000849F0 RtlVerifyVersionInfo
       1623  64E 00020790 RtlVirtualUnwind
       1624  64F 0010F760 RtlVirtualUnwind2
       1625  650 00060590 RtlWaitForWnfMetaNotification
       1626  651 0004BA70 RtlWaitOnAddress
       1627  652 00029A70 RtlWakeAddressAll
       1628  653 0010FBE0 RtlWakeAddressAllNoFence
       1629  654 00086940 RtlWakeAddressSingle
       1630  655 0010FBF0 RtlWakeAddressSingleNoFence
       1631  656 0005B120 RtlWakeAllConditionVariable
       1632  657 000694D0 RtlWakeConditionVariable
       1633  658 00079D10 RtlWalkFrameChain
       1634  659 000AE5D0 RtlWalkHeap
       1635  65A 00101330 RtlWeaklyEnumerateEntryHashTable
       1636  65B 000E7330 RtlWerpReportException
       1637  65C 000E88C0 RtlWnfCompareChangeStamp
       1638  65D 00088C80 RtlWnfDllUnloadCallback
       1639  65E 0009E120 RtlWow64CallFunction64
       1640  65F 000E6230 RtlWow64ChangeProcessState
       1641  660 000E6250 RtlWow64ChangeThreadState
       1642  661 000E6280 RtlWow64EnableFsRedirection
       1643  662 00088C70 RtlWow64EnableFsRedirectionEx
       1644  663 00054500 RtlWow64GetCpuAreaInfo
       1645  664 00054480 RtlWow64GetCurrentCpuArea
       1646  665 00053F40 RtlWow64GetCurrentMachine
       1647  666 00085330 RtlWow64GetEquivalentMachineCHPE
       1648  667 0007E8A0 RtlWow64GetProcessMachines
       1649  668 00001DA0 RtlWow64GetSharedInfoProcess
       1650  669 000E6290 RtlWow64GetThreadContext
       1651  66A 000E62C0 RtlWow64GetThreadSelectorEntry
       1652  66B 00081180 RtlWow64IsWowGuestMachineSupported
       1653  66C 000E15C0 RtlWow64LogMessageInEventLogger
       1654  66D 0010FC00 RtlWow64PopAllCrossProcessWorkFromWorkList
       1655  66E 0010FCE0 RtlWow64PopCrossProcessWorkFromFreeList
       1656  66F 0010FDA0 RtlWow64PushCrossProcessWorkOntoFreeList
       1657  670 0010FE70 RtlWow64PushCrossProcessWorkOntoWorkList
       1658  671 00110100 RtlWow64RequestCrossProcessHeavyFlush
       1659  672 000E6460 RtlWow64SetThreadContext
       1660  673 000E6480 RtlWow64SuspendProcess
       1661  674 00001C60 RtlWow64SuspendThread
       1662  675 000E0800 RtlWriteMemoryStream
       1663  676 00108840 RtlWriteNonVolatileMemory
       1664  677 0008CE40 RtlWriteRegistryValue
       1665  678 00101B20 RtlZeroHeap
       1666  679 0008CEE0 RtlZeroMemory
       1667  67A 000E9AC0 RtlZombifyActivationContext
       1668  67B 00080870 RtlpApplyLengthFunction
       1669  67C 0007E9B0 RtlpCheckDynamicTimeZoneInformation
       1670  67D 000FA4C0 RtlpCleanupRegistryKeys
       1671  67E 000F4570 RtlpConvertAbsoluteToRelativeSecurityAttribute
       1672  67F 000FA9B0 RtlpConvertCultureNamesToLCIDs
       1673  680 000FABC0 RtlpConvertLCIDsToCultureNames
       1674  681 000F48E0 RtlpConvertRelativeToAbsoluteSecurityAttribute
       1675  682 0001ECE0 RtlpCreateProcessRegistryInfo
       1676  683 0006E420 RtlpEnsureBufferSize
       1677  684 001850B0 RtlpFreezeTimeBias
       1678  685 00077FB0 RtlpGetDeviceFamilyInfoEnum
       1679  686 00086620 RtlpGetLCIDFromLangInfoNode
       1680  687 000858F0 RtlpGetNameFromLangInfoNode
       1681  688 000128B0 RtlpGetSystemDefaultUILanguage
       1682  689 00110550 RtlpGetUserOrMachineUILanguage4NLS
       1683  68A 0008A340 RtlpInitializeLangRegistryInfo
       1684  68B 00004090 RtlpIsQualifiedLanguage
       1685  68C 000877A0 RtlpLoadMachineUIByPolicy
       1686  68D 0000A220 RtlpLoadUserUIByPolicy
       1687  68E 00002880 RtlpMergeSecurityAttributeInformation
       1688  68F 0008A2C0 RtlpMuiFreeLangRegistryInfo
       1689  690 001110F0 RtlpMuiRegCreateRegistryInfo
       1690  691 00009DC0 RtlpMuiRegFreeRegistryInfo
       1691  692 00009CD0 RtlpMuiRegLoadRegistryInfo
       1692  693 000F3510 RtlpNotOwnerCriticalSection
       1693  694 001149C0 RtlpNtCreateKey
       1694  695 00084600 RtlpNtEnumerateSubKey
       1695  696 00114A00 RtlpNtMakeTemporaryKey
       1696  697 00080600 RtlpNtOpenKey
       1697  698 0007FFC0 RtlpNtQueryValueKey
       1698  699 00114A10 RtlpNtSetValueKey
       1699  69A 0006FF70 RtlpQueryDefaultUILanguage
       1700  69B 000E2E50 RtlpQueryProcessDebugInformationFromWow64
       1701  69C 000E2EF0 RtlpQueryProcessDebugInformationRemote
       1702  69D 00112ED0 RtlpRefreshCachedUILanguage
       1703  69E 000FB670 RtlpSetInstallLanguage
       1704  69F 000FBD30 RtlpSetPreferredUILanguages
       1705  6A0 000FBD30 RtlpSetUserPreferredUILanguages
       1706  6A1 00058DD0 RtlpTimeFieldsToTime
       1707  6A2 00059100 RtlpTimeToTimeFields
       1708  6A3 000F3870 RtlpUnWaitCriticalSection
       1709  6A4 0008DB40 RtlpVerifyAndCommitUILanguageSettings
       1710  6A5 000F38D0 RtlpWaitForCriticalSection
       1711  6A6 00110160 RtlpWow64CtxFromAmd64
       1712  6A7 00079A20 RtlpWow64GetContextOnAmd64
       1713  6A8 00077CA0 RtlpWow64SetContextOnAmd64
       1714  6A9 00018690 RtlxAnsiStringToUnicodeSize
       1715  6AA 000589C0 RtlxOemStringToUnicodeSize
       1716  6AB 000575A0 RtlxUnicodeStringToAnsiSize
       1717  6AC 000575A0 RtlxUnicodeStringToOemSize
       1718  6AD 00126C30 SbExecuteProcedure
       1719  6AE 0002EC40 SbSelectProcedure
       1720  6AF 000E7DD0 ShipAssert
       1721  6B0 000E7F10 ShipAssertGetBufferInfo
       1722  6B1 000E7F40 ShipAssertMsgA
       1723  6B2 000E7F50 ShipAssertMsgW
       1724  6B3 000888B0 TpAllocAlpcCompletion
       1725  6B4 0004B2D0 TpAllocAlpcCompletionEx
       1726  6B5 00081360 TpAllocCleanupGroup
       1727  6B6 0004B780 TpAllocIoCompletion
       1728  6B7 000505C0 TpAllocJobNotification
       1729  6B8 0004B6B0 TpAllocPool
       1730  6B9 0002E120 TpAllocTimer
       1731  6BA 0004D400 TpAllocWait
       1732  6BB 000609A0 TpAllocWork
       1733  6BC 00051FE0 TpAlpcRegisterCompletionList
       1734  6BD 00051FA0 TpAlpcUnregisterCompletionList
       1735  6BE 001256D0 TpCallbackDetectedUnrecoverableError
       1736  6BF 0004EC20 TpCallbackIndependent
       1737  6C0 0008C580 TpCallbackLeaveCriticalSectionOnCompletion
       1738  6C1 0004F160 TpCallbackMayRunLong
       1739  6C2 00125700 TpCallbackReleaseMutexOnCompletion
       1740  6C3 00125740 TpCallbackReleaseSemaphoreOnCompletion
       1741  6C4 0006ACE0 TpCallbackSendAlpcMessageOnCompletion
       1742  6C5 00082580 TpCallbackSendPendingAlpcMessage
       1743  6C6 000883C0 TpCallbackSetEventOnCompletion
       1744  6C7 000812A0 TpCallbackUnloadDllOnCompletion
       1745  6C8 0004B580 TpCancelAsyncIoOperation
       1746  6C9 00078270 TpCaptureCaller
       1747  6CA 0005AA90 TpCheckTerminateWorker
       1748  6CB 00125780 TpDbgDumpHeapUsage
       1749  6CC 00125840 TpDbgSetLogRoutine
       1750  6CD 00088C90 TpDisablePoolCallbackChecks
       1751  6CE 00084970 TpDisassociateCallback
       1752  6CF 00031570 TpIsTimerSet
       1753  6D0 000346A0 TpPostWork
       1754  6D1 001251D0 TpQueryPoolStackInformation
       1755  6D2 00050200 TpReleaseAlpcCompletion
       1756  6D3 00085670 TpReleaseCleanupGroup
       1757  6D4 00067640 TpReleaseCleanupGroupMembers
       1758  6D5 0004B640 TpReleaseIoCompletion
       1759  6D6 00050800 TpReleaseJobNotification
       1760  6D7 00084DA0 TpReleasePool
       1761  6D8 0004DDE0 TpReleaseTimer
       1762  6D9 0004D5E0 TpReleaseWait
       1763  6DA 0004E030 TpReleaseWork
       1764  6DB 00125290 TpSetDefaultPoolMaxThreads
       1765  6DC 00050470 TpSetDefaultPoolStackInformation
       1766  6DD 000807F0 TpSetPoolMaxThreads
       1767  6DE 00083660 TpSetPoolMaxThreadsSoftLimit
       1768  6DF 000852A0 TpSetPoolMinThreads
       1769  6E0 00050590 TpSetPoolStackInformation
       1770  6E1 00088D60 TpSetPoolThreadBasePriority
       1771  6E2 001253E0 TpSetPoolThreadCpuSets
       1772  6E3 0004B1C0 TpSetPoolWorkerThreadIdleTimeout
       1773  6E4 000315B0 TpSetTimer
       1774  6E5 000326D0 TpSetTimerEx
       1775  6E6 00082A00 TpSetWait
       1776  6E7 000301C0 TpSetWaitEx
       1777  6E8 00032980 TpSimpleTryPost
       1778  6E9 00034600 TpStartAsyncIoOperation
       1779  6EA 0004CDE0 TpTimerOutstandingCallbackCount
       1780  6EB 00068D30 TpTrimPools
       1781  6EC 000516D0 TpWaitForAlpcCompletion
       1782  6ED 00087970 TpWaitForIoCompletion
       1783  6EE 00050970 TpWaitForJobNotification
       1784  6EF 0002F420 TpWaitForTimer
       1785  6F0 0004F640 TpWaitForWait
       1786  6F1 0004C2B0 TpWaitForWork
       1787  6F2 00033930 TpWorkOnBehalfClearTicket
       1788  6F3 0004E570 TpWorkOnBehalfSetTicket
       1789  6F4 0007B170 VerSetConditionMask
       1790  6F5 000E76B0 WerReportExceptionWorker
       1791  6F6 000E8420 WerReportSQMEvent
       1792  6F7 00084250 WinSqmAddToAverageDWORD
       1793  6F8 000890D0 WinSqmAddToStream
       1794  6F9 00088C60 WinSqmAddToStreamEx
       1795  6FA 000E87B0 WinSqmCheckEscalationAddToStreamEx
       1796  6FB 000E87C0 WinSqmCheckEscalationSetDWORD
       1797  6FC 000E87D0 WinSqmCheckEscalationSetDWORD64
       1798  6FD 000E87E0 WinSqmCheckEscalationSetString
       1799  6FE 000E87F0 WinSqmCommonDatapointDelete
       1800  6FF 000E8800 WinSqmCommonDatapointSetDWORD
       1801  700 000E8810 WinSqmCommonDatapointSetDWORD64
       1802  701 000E8820 WinSqmCommonDatapointSetStreamEx
       1803  702 000E8830 WinSqmCommonDatapointSetString
       1804  703 000890A0 WinSqmEndSession
       1805  704 000E8840 WinSqmEventEnabled
       1806  705 000E8850 WinSqmEventWrite
       1807  706 000E8860 WinSqmGetEscalationRuleStatus
       1808  707 000E8870 WinSqmGetInstrumentationProperty
       1809  708 00084250 WinSqmIncrementDWORD
       1810  709 00086990 WinSqmIsOptedIn
       1811  70A 000E8890 WinSqmIsOptedInEx
       1812  70B 000E87F0 WinSqmIsSessionDisabled
       1813  70C 00084250 WinSqmSetDWORD
       1814  70D 000E88A0 WinSqmSetDWORD64
       1815  70E 0009E130 WinSqmSetEscalationInfo
       1816  70F 00084250 WinSqmSetIfMaxDWORD
       1817  710 00084250 WinSqmSetIfMinDWORD
       1818  711 00088DC0 WinSqmSetString
       1819  712 00088ED0 WinSqmStartSession
       1820  713 000E88B0 WinSqmStartSessionForPartner
       1821  714 0008E3A0 WinSqmStartSqmOptinListener
       1822  715 0009EC80 ZwAcceptConnectPort
       1823  716 0009EC40 ZwAccessCheck
       1824  717 0009F160 ZwAccessCheckAndAuditAlarm
       1825  718 0009F890 ZwAccessCheckByType
       1826  719 0009F760 ZwAccessCheckByTypeAndAuditAlarm
       1827  71A 0009F8B0 ZwAccessCheckByTypeResultList
       1828  71B 0009F8D0 ZwAccessCheckByTypeResultListAndAuditAlarm
       1829  71C 0009F8F0 ZwAccessCheckByTypeResultListAndAuditAlarmByHandle
       1830  71D 0009F910 ZwAcquireCrossVmMutant
       1831  71E 0009F930 ZwAcquireProcessActivityReference
       1832  71F 0009F520 ZwAddAtom
       1833  720 0009F950 ZwAddAtomEx
       1834  721 0009F970 ZwAddBootEntry
       1835  722 0009F990 ZwAddDriverEntry
       1836  723 0009F9B0 ZwAdjustGroupsToken
       1837  724 0009F460 ZwAdjustPrivilegesToken
       1838  725 0009F9D0 ZwAdjustTokenClaimsAndDeviceGroups
       1839  726 0009F9F0 ZwAlertResumeThread
       1840  727 0009FA10 ZwAlertThread
       1841  728 0009FA30 ZwAlertThreadByThreadId
       1842  729 0009FA50 ZwAllocateLocallyUniqueId
       1843  72A 0009FA70 ZwAllocateReserveObject
       1844  72B 0009FA90 ZwAllocateUserPhysicalPages
       1845  72C 0009FAB0 ZwAllocateUserPhysicalPagesEx
       1846  72D 0009FAD0 ZwAllocateUuids
       1847  72E 0009EF40 ZwAllocateVirtualMemory
       1848  72F 0009FAF0 ZwAllocateVirtualMemoryEx
       1849  730 0009FB10 ZwAlpcAcceptConnectPort
       1850  731 0009FB30 ZwAlpcCancelMessage
       1851  732 0009FB50 ZwAlpcConnectPort
       1852  733 0009FB70 ZwAlpcConnectPortEx
       1853  734 0009FB90 ZwAlpcCreatePort
       1854  735 0009FBB0 ZwAlpcCreatePortSection
       1855  736 0009FBD0 ZwAlpcCreateResourceReserve
       1856  737 0009FBF0 ZwAlpcCreateSectionView
       1857  738 0009FC10 ZwAlpcCreateSecurityContext
       1858  739 0009FC30 ZwAlpcDeletePortSection
       1859  73A 0009FC50 ZwAlpcDeleteResourceReserve
       1860  73B 0009FC70 ZwAlpcDeleteSectionView
       1861  73C 0009FC90 ZwAlpcDeleteSecurityContext
       1862  73D 0009FCB0 ZwAlpcDisconnectPort
       1863  73E 0009FCD0 ZwAlpcImpersonateClientContainerOfPort
       1864  73F 0009FCF0 ZwAlpcImpersonateClientOfPort
       1865  740 0009FD10 ZwAlpcOpenSenderProcess
       1866  741 0009FD30 ZwAlpcOpenSenderThread
       1867  742 0009FD50 ZwAlpcQueryInformation
       1868  743 0009FD70 ZwAlpcQueryInformationMessage
       1869  744 0009FD90 ZwAlpcRevokeSecurityContext
       1870  745 0009FDB0 ZwAlpcSendWaitReceivePort
       1871  746 0009FDD0 ZwAlpcSetInformation
       1872  747 0009F5C0 ZwApphelpCacheControl
       1873  748 0009FDF0 ZwAreMappedFilesTheSame
       1874  749 0009FE10 ZwAssignProcessToJobObject
       1875  74A 0009FE30 ZwAssociateWaitCompletionPacket
       1876  74B 0009FE50 ZwCallEnclave
       1877  74C 0009ECE0 ZwCallbackReturn
       1878  74D 0009F7D0 ZwCancelIoFile
       1879  74E 0009FE70 ZwCancelIoFileEx
       1880  74F 0009FE90 ZwCancelSynchronousIoFile
       1881  750 0009F850 ZwCancelTimer
       1882  751 0009FEB0 ZwCancelTimer2
       1883  752 0009FED0 ZwCancelWaitCompletionPacket
       1884  753 0009FEF0 ZwChangeProcessState
       1885  754 0009FF10 ZwChangeThreadState
       1886  755 0009F400 ZwClearEvent
       1887  756 0009EE20 ZwClose
       1888  757 0009F3A0 ZwCloseObjectAuditAlarm
       1889  758 0009FF30 ZwCommitComplete
       1890  759 0009FF50 ZwCommitEnlistment
       1891  75A 0009FF70 ZwCommitRegistryTransaction
       1892  75B 0009FF90 ZwCommitTransaction
       1893  75C 0009FFB0 ZwCompactKeys
       1894  75D 0009FFD0 ZwCompareObjects
       1895  75E 0009FFF0 ZwCompareSigningLevels
       1896  75F 000A0010 ZwCompareTokens
       1897  760 000A0030 ZwCompleteConnectPort
       1898  761 000A0050 ZwCompressKey
       1899  762 000A0070 ZwConnectPort
       1900  763 0009F4A0 ZwContinue
       1901  764 000A0090 ZwContinueEx
       1902  765 000A00B0 ZwConvertBetweenAuxiliaryCounterAndPerformanceCounter
       1903  766 000A00D0 ZwCopyFileChunk
       1904  767 000A00F0 ZwCreateCpuPartition
       1905  768 000A0110 ZwCreateCrossVmEvent
       1906  769 000A0130 ZwCreateCrossVmMutant
       1907  76A 000A0150 ZwCreateDebugObject
       1908  76B 000A0170 ZwCreateDirectoryObject
       1909  76C 000A0190 ZwCreateDirectoryObjectEx
       1910  76D 000A01B0 ZwCreateEnclave
       1911  76E 000A01D0 ZwCreateEnlistment
       1912  76F 0009F540 ZwCreateEvent
       1913  770 000A01F0 ZwCreateEventPair
       1914  771 0009F6E0 ZwCreateFile
       1915  772 000A0210 ZwCreateIRTimer
       1916  773 000A0230 ZwCreateIoCompletion
       1917  774 000A0250 ZwCreateIoRing
       1918  775 000A0270 ZwCreateJobObject
       1919  776 000A0290 ZwCreateJobSet
       1920  777 0009EFE0 ZwCreateKey
       1921  778 000A02B0 ZwCreateKeyTransacted
       1922  779 000A02D0 ZwCreateKeyedEvent
       1923  77A 000A02F0 ZwCreateLowBoxToken
       1924  77B 000A0310 ZwCreateMailslotFile
       1925  77C 000A0330 ZwCreateMutant
       1926  77D 000A0350 ZwCreateNamedPipeFile
       1927  77E 000A0370 ZwCreatePagingFile
       1928  77F 000A0390 ZwCreatePartition
       1929  780 000A03B0 ZwCreatePort
       1930  781 000A03D0 ZwCreatePrivateNamespace
       1931  782 000A03F0 ZwCreateProcess
       1932  783 0009F5E0 ZwCreateProcessEx
       1933  784 000A0410 ZwCreateProcessStateChange
       1934  785 000A0430 ZwCreateProfile
       1935  786 000A0450 ZwCreateProfileEx
       1936  787 000A0470 ZwCreateRegistryTransaction
       1937  788 000A0490 ZwCreateResourceManager
       1938  789 0009F580 ZwCreateSection
       1939  78A 000A04B0 ZwCreateSectionEx
       1940  78B 000A04D0 ZwCreateSemaphore
       1941  78C 000A04F0 ZwCreateSymbolicLinkObject
       1942  78D 0009F600 ZwCreateThread
       1943  78E 000A0510 ZwCreateThreadEx
       1944  78F 000A0530 ZwCreateThreadStateChange
       1945  790 000A0550 ZwCreateTimer
       1946  791 000A0570 ZwCreateTimer2
       1947  792 000A0590 ZwCreateToken
       1948  793 000A05B0 ZwCreateTokenEx
       1949  794 000A05D0 ZwCreateTransaction
       1950  795 000A05F0 ZwCreateTransactionManager
       1951  796 000A0610 ZwCreateUserProcess
       1952  797 000A0630 ZwCreateWaitCompletionPacket
       1953  798 000A0650 ZwCreateWaitablePort
       1954  799 000A0670 ZwCreateWnfStateName
       1955  79A 000A0690 ZwCreateWorkerFactory
       1956  79B 000A06B0 ZwDebugActiveProcess
       1957  79C 000A06D0 ZwDebugContinue
       1958  79D 0009F2C0 ZwDelayExecution
       1959  79E 000A06F0 ZwDeleteAtom
       1960  79F 000A0710 ZwDeleteBootEntry
       1961  7A0 000A0730 ZwDeleteDriverEntry
       1962  7A1 000A0750 ZwDeleteFile
       1963  7A2 000A0770 ZwDeleteKey
       1964  7A3 000A0790 ZwDeleteObjectAuditAlarm
       1965  7A4 000A07B0 ZwDeletePrivateNamespace
       1966  7A5 000A07D0 ZwDeleteValueKey
       1967  7A6 000A07F0 ZwDeleteWnfStateData
       1968  7A7 000A0810 ZwDeleteWnfStateName
       1969  7A8 0009ED20 ZwDeviceIoControlFile
       1970  7A9 000A0830 ZwDirectGraphicsCall
       1971  7AA 000A0850 ZwDisableLastKnownGood
       1972  7AB 000A0870 ZwDisplayString
       1973  7AC 000A0890 ZwDrawText
       1974  7AD 0009F3C0 ZwDuplicateObject
       1975  7AE 0009F480 ZwDuplicateToken
       1976  7AF 000A08B0 ZwEnableLastKnownGood
       1977  7B0 000A08D0 ZwEnumerateBootEntries
       1978  7B1 000A08F0 ZwEnumerateDriverEntries
       1979  7B2 0009F280 ZwEnumerateKey
       1980  7B3 000A0910 ZwEnumerateSystemEnvironmentValuesEx
       1981  7B4 000A0930 ZwEnumerateTransactionObject
       1982  7B5 0009EEA0 ZwEnumerateValueKey
       1983  7B6 000A0950 ZwExtendSection
       1984  7B7 000A0970 ZwFilterBootOption
       1985  7B8 000A0990 ZwFilterToken
       1986  7B9 000A09B0 ZwFilterTokenEx
       1987  7BA 0009EEC0 ZwFindAtom
       1988  7BB 0009F5A0 ZwFlushBuffersFile
       1989  7BC 000A09D0 ZwFlushBuffersFileEx
       1990  7BD 000A09F0 ZwFlushInstallUILanguage
       1991  7BE 000A0A10 ZwFlushInstructionCache
       1992  7BF 000A0A30 ZwFlushKey
       1993  7C0 000A0A50 ZwFlushProcessWriteBuffers
       1994  7C1 000A0A70 ZwFlushVirtualMemory
       1995  7C2 000A0A90 ZwFlushWriteBuffer
       1996  7C3 000A0AB0 ZwFreeUserPhysicalPages
       1997  7C4 0009F000 ZwFreeVirtualMemory
       1998  7C5 000A0AD0 ZwFreezeRegistry
       1999  7C6 000A0AF0 ZwFreezeTransactions
       2000  7C7 0009F360 ZwFsControlFile
       2001  7C8 000A0B10 ZwGetCachedSigningLevel
       2002  7C9 000A0B30 ZwGetCompleteWnfStateSubscription
       2003  7CA 000A0B50 ZwGetContextThread
       2004  7CB 000A0B70 ZwGetCurrentProcessorNumber
       2005  7CC 000A0B90 ZwGetCurrentProcessorNumberEx
       2006  7CD 000A0BB0 ZwGetDevicePowerState
       2007  7CE 000A0BD0 ZwGetMUIRegistryInfo
       2008  7CF 000A0BF0 ZwGetNextProcess
       2009  7D0 000A0C10 ZwGetNextThread
       2010  7D1 000A0C30 ZwGetNlsSectionPtr
       2011  7D2 000A0C50 ZwGetNotificationResourceManager
       2012  7D3 000A0C70 ZwGetWriteWatch
       2013  7D4 000A0C90 ZwImpersonateAnonymousToken
       2014  7D5 0009F020 ZwImpersonateClientOfPort
       2015  7D6 000A0CB0 ZwImpersonateThread
       2016  7D7 000A0CD0 ZwInitializeEnclave
       2017  7D8 000A0CF0 ZwInitializeNlsFiles
       2018  7D9 000A0D10 ZwInitializeRegistry
       2019  7DA 000A0D30 ZwInitiatePowerAction
       2020  7DB 0009F620 ZwIsProcessInJob
       2021  7DC 000A0D50 ZwIsSystemResumeAutomatic
       2022  7DD 000A0D70 ZwIsUILanguageComitted
       2023  7DE 000A0D90 ZwListenPort
       2024  7DF 000A0DB0 ZwLoadDriver
       2025  7E0 000A0DD0 ZwLoadEnclaveData
       2026  7E1 000A0DF0 ZwLoadKey
       2027  7E2 000A0E10 ZwLoadKey2
       2028  7E3 000A0E30 ZwLoadKey3
       2029  7E4 000A0E50 ZwLoadKeyEx
       2030  7E5 000A0E70 ZwLockFile
       2031  7E6 000A0E90 ZwLockProductActivationKeys
       2032  7E7 000A0EB0 ZwLockRegistryKey
       2033  7E8 000A0ED0 ZwLockVirtualMemory
       2034  7E9 000A0EF0 ZwMakePermanentObject
       2035  7EA 000A0F10 ZwMakeTemporaryObject
       2036  7EB 000A0F30 ZwManageHotPatch
       2037  7EC 000A0F50 ZwManagePartition
       2038  7ED 000A0F70 ZwMapCMFModule
       2039  7EE 000A0F90 ZwMapUserPhysicalPages
       2040  7EF 0009ECA0 ZwMapUserPhysicalPagesScatter
       2041  7F0 0009F140 ZwMapViewOfSection
       2042  7F1 000A0FB0 ZwMapViewOfSectionEx
       2043  7F2 000A0FD0 ZwModifyBootEntry
       2044  7F3 000A0FF0 ZwModifyDriverEntry
       2045  7F4 000A1010 ZwNotifyChangeDirectoryFile
       2046  7F5 000A1030 ZwNotifyChangeDirectoryFileEx
       2047  7F6 000A1050 ZwNotifyChangeKey
       2048  7F7 000A1070 ZwNotifyChangeMultipleKeys
       2049  7F8 000A1090 ZwNotifyChangeSession
       2050  7F9 000A10B0 ZwOpenCpuPartition
       2051  7FA 0009F740 ZwOpenDirectoryObject
       2052  7FB 000A10D0 ZwOpenEnlistment
       2053  7FC 0009F440 ZwOpenEvent
       2054  7FD 000A10F0 ZwOpenEventPair
       2055  7FE 0009F2A0 ZwOpenFile
       2056  7FF 000A1110 ZwOpenIoCompletion
       2057  800 000A1130 ZwOpenJobObject
       2058  801 0009EE80 ZwOpenKey
       2059  802 000A1150 ZwOpenKeyEx
       2060  803 000A1170 ZwOpenKeyTransacted
       2061  804 000A1190 ZwOpenKeyTransactedEx
       2062  805 000A11B0 ZwOpenKeyedEvent
       2063  806 000A11D0 ZwOpenMutant
       2064  807 000A11F0 ZwOpenObjectAuditAlarm
       2065  808 000A1210 ZwOpenPartition
       2066  809 000A1230 ZwOpenPrivateNamespace
       2067  80A 0009F100 ZwOpenProcess
       2068  80B 000A1250 ZwOpenProcessToken
       2069  80C 0009F240 ZwOpenProcessTokenEx
       2070  80D 000A1270 ZwOpenRegistryTransaction
       2071  80E 000A1290 ZwOpenResourceManager
       2072  80F 0009F320 ZwOpenSection
       2073  810 000A12B0 ZwOpenSemaphore
       2074  811 000A12D0 ZwOpenSession
       2075  812 000A12F0 ZwOpenSymbolicLinkObject
       2076  813 000A1310 ZwOpenThread
       2077  814 0009F0C0 ZwOpenThreadToken
       2078  815 0009F220 ZwOpenThreadTokenEx
       2079  816 000A1330 ZwOpenTimer
       2080  817 000A1350 ZwOpenTransaction
       2081  818 000A1370 ZwOpenTransactionManager
       2082  819 000A1390 ZwPlugPlayControl
       2083  81A 0009F810 ZwPowerInformation
       2084  81B 000A13B0 ZwPrePrepareComplete
       2085  81C 000A13D0 ZwPrePrepareEnlistment
       2086  81D 000A13F0 ZwPrepareComplete
       2087  81E 000A1410 ZwPrepareEnlistment
       2088  81F 000A1430 ZwPrivilegeCheck
       2089  820 000A1450 ZwPrivilegeObjectAuditAlarm
       2090  821 000A1470 ZwPrivilegedServiceAuditAlarm
       2091  822 000A1490 ZwPropagationComplete
       2092  823 000A14B0 ZwPropagationFailed
       2093  824 0009F640 ZwProtectVirtualMemory
       2094  825 000A14D0 ZwPssCaptureVaSpaceBulk
       2095  826 000A14F0 ZwPulseEvent
       2096  827 0009F3E0 ZwQueryAttributesFile
       2097  828 000A1510 ZwQueryAuxiliaryCounterFrequency
       2098  829 000A1530 ZwQueryBootEntryOrder
       2099  82A 000A1550 ZwQueryBootOptions
       2100  82B 000A1570 ZwQueryDebugFilterState
       2101  82C 0009EEE0 ZwQueryDefaultLocale
       2102  82D 0009F4C0 ZwQueryDefaultUILanguage
       2103  82E 0009F2E0 ZwQueryDirectoryFile
       2104  82F 000A1590 ZwQueryDirectoryFileEx
       2105  830 000A15B0 ZwQueryDirectoryObject
       2106  831 000A15D0 ZwQueryDriverEntryOrder
       2107  832 000A15F0 ZwQueryEaFile
       2108  833 0009F700 ZwQueryEvent
       2109  834 000A1610 ZwQueryFullAttributesFile
       2110  835 000A1630 ZwQueryInformationAtom
       2111  836 000A1650 ZwQueryInformationByName
       2112  837 000A1670 ZwQueryInformationCpuPartition
       2113  838 000A1690 ZwQueryInformationEnlistment
       2114  839 0009EE60 ZwQueryInformationFile
       2115  83A 000A16B0 ZwQueryInformationJobObject
       2116  83B 000A16D0 ZwQueryInformationPort
       2117  83C 0009EF60 ZwQueryInformationProcess
