Microsoft (R) COFF/PE Dumper Version 14.43.34808.0
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file E:\KsaLib\0\dll_xp_win7_win11\ntdll_export\ntdll_86.dll

File Type: DLL

  Section contains the following exports for ntdll.dll

    00000000 characteristics
    2451EFDD time date stamp
        0.00 version
           8 ordinal base
        2482 number of functions
        2482 number of names

    ordinal hint RVA      name

       1605  63D 000F0580 RtlWaitOnAddress
       1606  63E 00064CB0 RtlWakeAddressAll
       1607  63F 000F05B0 RtlWakeAddressAllNoFence
       1608  640 000F05D0 RtlWakeAddressSingle
       1609  641 000F0600 RtlWakeAddressSingleNoFence
       1610  642 0006D670 RtlWakeAllConditionVariable
       1611  643 00075350 RtlWakeConditionVariable
       1612  644 00061110 RtlWalkFrameChain
       1613  645 000DCBD0 RtlWalkHeap
       1614  646 000E0870 RtlWeaklyEnumerateEntryHashTable
       1615  647 000BFC80 RtlWerpReportException
       1616  648 000C13B0 RtlWnfCompareChangeStamp
       1617  649 0002AAF0 RtlWnfDllUnloadCallback
       1618  64A 000BF210 RtlWow64CallFunction64
       1619  64B 000BF230 RtlWow64EnableFsRedirection
       1620  64C 00049CE0 RtlWow64EnableFsRedirectionEx
       1621  64D 000BF2E0 RtlWow64GetCurrentMachine
       1622  64E 00052BE0 RtlWow64GetEquivalentMachineCHPE
       1623  64F 00060EC0 RtlWow64GetProcessMachines
       1624  650 000BF2F0 RtlWow64GetSharedInfoProcess
       1625  651 000BF350 RtlWow64IsWowGuestMachineSupported
       1626  652 000BA9F0 RtlWow64LogMessageInEventLogger
       1627  653 000B9D80 RtlWriteMemoryStream
       1628  654 000D6880 RtlWriteRegistryValue
       1629  655 000E2720 RtlZeroHeap
       1630  656 00097D90 RtlZeroMemory
       1631  657 000C2BA0 RtlZombifyActivationContext
       1632  658 00068290 RtlpApplyLengthFunction
       1633  659 00034940 RtlpCheckDynamicTimeZoneInformation
       1634  65A 000D8A50 RtlpCleanupRegistryKeys
       1635  65B 000D0D60 RtlpConvertAbsoluteToRelativeSecurityAttribute
       1636  65C 000D8E80 RtlpConvertCultureNamesToLCIDs
       1637  65D 000D9070 RtlpConvertLCIDsToCultureNames
       1638  65E 000D1140 RtlpConvertRelativeToAbsoluteSecurityAttribute
       1639  65F 0002F790 RtlpCreateProcessRegistryInfo
       1640  660 0006D2C0 RtlpEnsureBufferSize
       1641  661 0012D760 RtlpFreezeTimeBias
       1642  662 0006E4D0 RtlpGetDeviceFamilyInfoEnum
       1643  663 0002A7B0 RtlpGetLCIDFromLangInfoNode
       1644  664 000336E0 RtlpGetNameFromLangInfoNode
       1645  665 00032490 RtlpGetSystemDefaultUILanguage
       1646  666 000F0620 RtlpGetUserOrMachineUILanguage4NLS
       1647  667 000D9B40 RtlpInitializeLangRegistryInfo
       1648  668 000285E0 RtlpIsQualifiedLanguage
       1649  669 000241D0 RtlpLoadMachineUIByPolicy
       1650  66A 0002AE10 RtlpLoadUserUIByPolicy
       1651  66B 000D1950 RtlpMergeSecurityAttributeInformation
       1652  66C 000F0A20 RtlpMuiFreeLangRegistryInfo
       1653  66D 000344A0 RtlpMuiRegCreateRegistryInfo
       1654  66E 00032FB0 RtlpMuiRegFreeRegistryInfo
       1655  66F 00032EB0 RtlpMuiRegLoadRegistryInfo
       1656  670 000CFC80 RtlpNotOwnerCriticalSection
       1657  671 000F2E00 RtlpNtCreateKey
       1658  672 000F2E30 RtlpNtEnumerateSubKey
       1659  673 000F2EF0 RtlpNtMakeTemporaryKey
       1660  674 000F2F10 RtlpNtOpenKey
       1661  675 000F2F40 RtlpNtQueryValueKey
       1662  676 000F3010 RtlpNtSetValueKey
       1663  677 000346A0 RtlpQueryDefaultUILanguage
       1664  678 000BCA10 RtlpQueryProcessDebugInformationRemote
       1665  679 000F1CB0 RtlpRefreshCachedUILanguage
       1666  67A 000D9FE0 RtlpSetInstallLanguage
       1667  67B 000DA820 RtlpSetPreferredUILanguages
       1668  67C 000DA820 RtlpSetUserPreferredUILanguages
       1669  67D 00061E00 RtlpTimeFieldsToTime
       1670  67E 00062070 RtlpTimeToTimeFields
       1671  67F 000CFF70 RtlpUnWaitCriticalSection
       1672  680 000DB5B0 RtlpVerifyAndCommitUILanguageSettings
       1673  681 0008D8D0 RtlpWaitForCriticalSection
       1674  682 00029460 RtlxAnsiStringToUnicodeSize
       1675  683 00029460 RtlxOemStringToUnicodeSize
       1676  684 00063E30 RtlxUnicodeStringToAnsiSize
       1677  685 00063E30 RtlxUnicodeStringToOemSize
       1678  686 0010CC30 SbExecuteProcedure
       1679  687 000362D0 SbSelectProcedure
       1680  688 000C06A0 ShipAssert
       1681  689 000C0780 ShipAssertGetBufferInfo
       1682  68A 000C07B0 ShipAssertMsgA
       1683  68B 000C07B0 ShipAssertMsgW
       1684  68C 0002AAA0 TpAllocAlpcCompletion
       1685  68D 00036B40 TpAllocAlpcCompletionEx
       1686  68E 0006F7F0 TpAllocCleanupGroup
       1687  68F 00035C60 TpAllocIoCompletion
       1688  690 0010A120 TpAllocJobNotification
       1689  691 00038A00 TpAllocPool
       1690  692 0003B400 TpAllocTimer
       1691  693 0003A010 TpAllocWait
       1692  694 00039970 TpAllocWork
       1693  695 00109FC0 TpAlpcRegisterCompletionList
       1694  696 0010A010 TpAlpcUnregisterCompletionList
       1695  697 0010B1A0 TpCallbackDetectedUnrecoverableError
       1696  698 0003E2C0 TpCallbackIndependent
       1697  699 0010B1D0 TpCallbackLeaveCriticalSectionOnCompletion
       1698  69A 00035A60 TpCallbackMayRunLong
       1699  69B 0010B210 TpCallbackReleaseMutexOnCompletion
       1700  69C 0010B250 TpCallbackReleaseSemaphoreOnCompletion
       1701  69D 00025760 TpCallbackSendAlpcMessageOnCompletion
       1702  69E 0010B290 TpCallbackSendPendingAlpcMessage
       1703  69F 00075EE0 TpCallbackSetEventOnCompletion
       1704  6A0 00070A40 TpCallbackUnloadDllOnCompletion
       1705  6A1 00035E50 TpCancelAsyncIoOperation
       1706  6A2 0006A590 TpCaptureCaller
       1707  6A3 0006E010 TpCheckTerminateWorker
       1708  6A4 0010B340 TpDbgDumpHeapUsage
       1709  6A5 0008D8D0 TpDbgSetLogRoutine
       1710  6A6 00070B00 TpDisablePoolCallbackChecks
       1711  6A7 0010B2D0 TpDisassociateCallback
       1712  6A8 0003B3B0 TpIsTimerSet
       1713  6A9 00042D10 TpPostWork
       1714  6AA 0010A790 TpQueryPoolStackInformation
       1715  6AB 00036220 TpReleaseAlpcCompletion
       1716  6AC 0002A770 TpReleaseCleanupGroup
       1717  6AD 0002A570 TpReleaseCleanupGroupMembers
       1718  6AE 00035FD0 TpReleaseIoCompletion
       1719  6AF 0010A2F0 TpReleaseJobNotification
       1720  6B0 00029610 TpReleasePool
       1721  6B1 00039850 TpReleaseTimer
       1722  6B2 00038A80 TpReleaseWait
       1723  6B3 000367C0 TpReleaseWork
       1724  6B4 0010A820 TpSetDefaultPoolMaxThreads
       1725  6B5 0010A940 TpSetDefaultPoolStackInformation
       1726  6B6 000388E0 TpSetPoolMaxThreads
       1727  6B7 0006E970 TpSetPoolMaxThreadsSoftLimit
       1728  6B8 000704B0 TpSetPoolMinThreads
       1729  6B9 00070B40 TpSetPoolStackInformation
       1730  6BA 0002A410 TpSetPoolThreadBasePriority
       1731  6BB 0010AA50 TpSetPoolThreadCpuSets
       1732  6BC 00038780 TpSetPoolWorkerThreadIdleTimeout
       1733  6BD 0003B3F0 TpSetTimer
       1734  6BE 0003B4B0 TpSetTimerEx
       1735  6BF 00041340 TpSetWait
       1736  6C0 000424A0 TpSetWaitEx
       1737  6C1 000360A0 TpSimpleTryPost
       1738  6C2 00035EB0 TpStartAsyncIoOperation
       1739  6C3 00027200 TpTimerOutstandingCallbackCount
       1740  6C4 0010AAD0 TpTrimPools
       1741  6C5 0010A050 TpWaitForAlpcCompletion
       1742  6C6 0002A8E0 TpWaitForIoCompletion
       1743  6C7 0010A350 TpWaitForJobNotification
       1744  6C8 000398E0 TpWaitForTimer
       1745  6C9 00038950 TpWaitForWait
       1746  6CA 00029D70 TpWaitForWork
       1747  6CB 000961C0 TpWorkOnBehalfClearTicket
       1748  6CC 000961E0 TpWorkOnBehalfSetTicket
       1749  6CD 00069C30 VerSetConditionMask
       1750  6CE 000BFF40 WerReportExceptionWorker
       1751  6CF 000C0C60 WerReportSQMEvent
       1752  6D0 0002AB00 WinSqmAddToAverageDWORD
       1753  6D1 000C0F00 WinSqmAddToStream
       1754  6D2 0008D8C0 WinSqmAddToStreamEx
       1755  6D3 000C0F10 WinSqmCheckEscalationAddToStreamEx
       1757  6D4 000C0F20 WinSqmCheckEscalationSetDWORD
       1756  6D5 000C0F10 WinSqmCheckEscalationSetDWORD64
       1758  6D6 000C0F20 WinSqmCheckEscalationSetString
       1759  6D7 000C0F30 WinSqmCommonDatapointDelete
       1761  6D8 000C0F40 WinSqmCommonDatapointSetDWORD
       1760  6D9 0008D8E0 WinSqmCommonDatapointSetDWORD64
       1762  6DA 000C0F50 WinSqmCommonDatapointSetStreamEx
       1763  6DB 000C0F40 WinSqmCommonDatapointSetString
       1764  6DC 0008D8D0 WinSqmEndSession
       1765  6DD 00070A00 WinSqmEventEnabled
       1766  6DE 00070DB0 WinSqmEventWrite
       1767  6DF 00070A00 WinSqmGetEscalationRuleStatus
       1768  6E0 000C0F60 WinSqmGetInstrumentationProperty
       1769  6E1 0002AB00 WinSqmIncrementDWORD
       1770  6E2 00038580 WinSqmIsOptedIn
       1771  6E3 0008E970 WinSqmIsOptedInEx
       1772  6E4 000C0F30 WinSqmIsSessionDisabled
       1774  6E5 0002AB00 WinSqmSetDWORD
       1773  6E6 000C0F00 WinSqmSetDWORD64
       1775  6E7 0008D8E0 WinSqmSetEscalationInfo
       1776  6E8 0002AB00 WinSqmSetIfMaxDWORD
       1777  6E9 0002AB00 WinSqmSetIfMinDWORD
       1778  6EA 0002AB00 WinSqmSetString
       1779  6EB 0008D8F0 WinSqmStartSession
       1780  6EC 000C0F90 WinSqmStartSessionForPartner
       1781  6ED 00038580 WinSqmStartSqmOptinListener
       1782  6EE 00130224 Wow64Transition
       1783  6EF 00076110 ZwAcceptConnectPort
       1784  6F0 000760F0 ZwAccessCheck
       1785  6F1 000763A0 ZwAccessCheckAndAuditAlarm
       1786  6F2 00076740 ZwAccessCheckByType
       1787  6F3 000766A0 ZwAccessCheckByTypeAndAuditAlarm
       1788  6F4 00076750 ZwAccessCheckByTypeResultList
       1789  6F5 00076760 ZwAccessCheckByTypeResultListAndAuditAlarm
       1790  6F6 00076770 ZwAccessCheckByTypeResultListAndAuditAlarmByHandle
       1791  6F7 00076780 ZwAcquireCrossVmMutant
       1792  6F8 00076790 ZwAcquireProcessActivityReference
       1793  6F9 00076580 ZwAddAtom
       1794  6FA 000767A0 ZwAddAtomEx
       1795  6FB 000767B0 ZwAddBootEntry
       1796  6FC 000767C0 ZwAddDriverEntry
       1797  6FD 000767D0 ZwAdjustGroupsToken
       1798  6FE 00076520 ZwAdjustPrivilegesToken
       1799  6FF 000767E0 ZwAdjustTokenClaimsAndDeviceGroups
       1800  700 000767F0 ZwAlertResumeThread
       1801  701 00076800 ZwAlertThread
       1802  702 00076810 ZwAlertThreadByThreadId
       1803  703 00076820 ZwAllocateLocallyUniqueId
       1804  704 00076830 ZwAllocateReserveObject
       1805  705 00076840 ZwAllocateUserPhysicalPages
       1806  706 00076850 ZwAllocateUserPhysicalPagesEx
       1807  707 00076860 ZwAllocateUuids
       1808  708 00076270 ZwAllocateVirtualMemory
       1809  709 00076870 ZwAllocateVirtualMemoryEx
       1810  70A 00076880 ZwAlpcAcceptConnectPort
       1811  70B 00076890 ZwAlpcCancelMessage
       1812  70C 000768A0 ZwAlpcConnectPort
       1813  70D 000768B0 ZwAlpcConnectPortEx
       1814  70E 000768C0 ZwAlpcCreatePort
       1815  70F 000768D0 ZwAlpcCreatePortSection
       1816  710 000768E0 ZwAlpcCreateResourceReserve
       1817  711 000768F0 ZwAlpcCreateSectionView
       1818  712 00076900 ZwAlpcCreateSecurityContext
       1819  713 00076910 ZwAlpcDeletePortSection
       1820  714 00076920 ZwAlpcDeleteResourceReserve
       1821  715 00076930 ZwAlpcDeleteSectionView
       1822  716 00076940 ZwAlpcDeleteSecurityContext
       1823  717 00076950 ZwAlpcDisconnectPort
       1824  718 00076960 ZwAlpcImpersonateClientContainerOfPort
       1825  719 00076970 ZwAlpcImpersonateClientOfPort
       1826  71A 00076980 ZwAlpcOpenSenderProcess
       1827  71B 00076990 ZwAlpcOpenSenderThread
       1828  71C 000769A0 ZwAlpcQueryInformation
       1829  71D 000769B0 ZwAlpcQueryInformationMessage
       1830  71E 000769C0 ZwAlpcRevokeSecurityContext
       1831  71F 000769D0 ZwAlpcSendWaitReceivePort
       1832  720 000769E0 ZwAlpcSetInformation
       1833  721 000765D0 ZwApphelpCacheControl
       1834  722 000769F0 ZwAreMappedFilesTheSame
       1835  723 00076A00 ZwAssignProcessToJobObject
       1836  724 00076A10 ZwAssociateWaitCompletionPacket
       1837  725 00076A20 ZwCallEnclave
       1838  726 00076140 ZwCallbackReturn
       1839  727 000766E0 ZwCancelIoFile
       1840  728 00076A30 ZwCancelIoFileEx
       1841  729 00076A40 ZwCancelSynchronousIoFile
       1843  72A 00076720 ZwCancelTimer
       1842  72B 00076A50 ZwCancelTimer2
       1844  72C 00076A60 ZwCancelWaitCompletionPacket
       1845  72D 00076A70 ZwChangeProcessState
       1846  72E 00076A80 ZwChangeThreadState
       1847  72F 000764F0 ZwClearEvent
       1848  730 000761E0 ZwClose
       1849  731 000764C0 ZwCloseObjectAuditAlarm
       1850  732 00076A90 ZwCommitComplete
       1851  733 00076AA0 ZwCommitEnlistment
       1852  734 00076AB0 ZwCommitRegistryTransaction
       1853  735 00076AC0 ZwCommitTransaction
       1854  736 00076AD0 ZwCompactKeys
       1855  737 00076AE0 ZwCompareObjects
       1856  738 00076AF0 ZwCompareSigningLevels
       1857  739 00076B00 ZwCompareTokens
       1858  73A 00076B10 ZwCompleteConnectPort
       1859  73B 00076B20 ZwCompressKey
       1860  73C 00076B30 ZwConnectPort
       1861  73D 00076540 ZwContinue
       1862  73E 00076B40 ZwContinueEx
       1863  73F 00076B50 ZwConvertBetweenAuxiliaryCounterAndPerformanceCounter
       1864  740 00076B60 ZwCopyFileChunk
       1865  741 00076B70 ZwCreateCpuPartition
       1866  742 00076B80 ZwCreateCrossVmEvent
       1867  743 00076B90 ZwCreateCrossVmMutant
       1868  744 00076BA0 ZwCreateDebugObject
       1869  745 00076BB0 ZwCreateDirectoryObject
       1870  746 00076BC0 ZwCreateDirectoryObjectEx
       1871  747 00076BD0 ZwCreateEnclave
       1872  748 00076BE0 ZwCreateEnlistment
       1873  749 00076590 ZwCreateEvent
       1874  74A 00076BF0 ZwCreateEventPair
       1875  74B 00076660 ZwCreateFile
       1876  74C 00076C00 ZwCreateIRTimer
       1877  74D 00076C10 ZwCreateIoCompletion
       1878  74E 00076C20 ZwCreateIoRing
       1879  74F 00076C30 ZwCreateJobObject
       1880  750 00076C40 ZwCreateJobSet
       1881  751 000762E0 ZwCreateKey
       1882  752 00076C50 ZwCreateKeyTransacted
       1883  753 00076C60 ZwCreateKeyedEvent
       1884  754 00076C70 ZwCreateLowBoxToken
       1885  755 00076C80 ZwCreateMailslotFile
       1886  756 00076C90 ZwCreateMutant
       1887  757 00076CA0 ZwCreateNamedPipeFile
       1888  758 00076CB0 ZwCreatePagingFile
       1889  759 00076CC0 ZwCreatePartition
       1890  75A 00076CD0 ZwCreatePort
       1891  75B 00076CE0 ZwCreatePrivateNamespace
       1892  75C 00076CF0 ZwCreateProcess
       1893  75D 000765E0 ZwCreateProcessEx
       1894  75E 00076D00 ZwCreateProcessStateChange
       1895  75F 00076D10 ZwCreateProfile
       1896  760 00076D20 ZwCreateProfileEx
       1897  761 00076D30 ZwCreateRegistryTransaction
       1898  762 00076D40 ZwCreateResourceManager
       1899  763 000765B0 ZwCreateSection
       1900  764 00076D50 ZwCreateSectionEx
       1901  765 00076D60 ZwCreateSemaphore
       1902  766 00076D70 ZwCreateSymbolicLinkObject
       1903  767 000765F0 ZwCreateThread
       1904  768 00076D80 ZwCreateThreadEx
       1905  769 00076D90 ZwCreateThreadStateChange
       1907  76A 00076DA0 ZwCreateTimer
       1906  76B 00076DB0 ZwCreateTimer2
       1908  76C 00076DC0 ZwCreateToken
       1909  76D 00076DD0 ZwCreateTokenEx
       1910  76E 00076DE0 ZwCreateTransaction
       1911  76F 00076DF0 ZwCreateTransactionManager
       1912  770 00076E00 ZwCreateUserProcess
       1913  771 00076E10 ZwCreateWaitCompletionPacket
       1914  772 00076E20 ZwCreateWaitablePort
       1915  773 00076E30 ZwCreateWnfStateName
       1916  774 00076E40 ZwCreateWorkerFactory
       1917  775 00076E50 ZwDebugActiveProcess
       1918  776 00076E60 ZwDebugContinue
       1919  777 00076450 ZwDelayExecution
       1920  778 00076E70 ZwDeleteAtom
       1921  779 00076E80 ZwDeleteBootEntry
       1922  77A 00076E90 ZwDeleteDriverEntry
       1923  77B 00076EA0 ZwDeleteFile
       1924  77C 00076EB0 ZwDeleteKey
       1925  77D 00076EC0 ZwDeleteObjectAuditAlarm
       1926  77E 00076ED0 ZwDeletePrivateNamespace
       1927  77F 00076EE0 ZwDeleteValueKey
       1928  780 00076EF0 ZwDeleteWnfStateData
       1929  781 00076F00 ZwDeleteWnfStateName
       1930  782 00076160 ZwDeviceIoControlFile
       1931  783 00076F10 ZwDirectGraphicsCall
       1932  784 00076F20 ZwDisableLastKnownGood
       1933  785 00076F30 ZwDisplayString
       1934  786 00076F40 ZwDrawText
       1935  787 000764D0 ZwDuplicateObject
       1936  788 00076530 ZwDuplicateToken
       1937  789 00076F50 ZwEnableLastKnownGood
       1938  78A 00076F60 ZwEnumerateBootEntries
       1939  78B 00076F70 ZwEnumerateDriverEntries
       1940  78C 00076430 ZwEnumerateKey
       1941  78D 00076F80 ZwEnumerateSystemEnvironmentValuesEx
       1942  78E 00076F90 ZwEnumerateTransactionObject
       1943  78F 00076220 ZwEnumerateValueKey
       1944  790 00076FA0 ZwExtendSection
       1945  791 00076FB0 ZwFilterBootOption
       1946  792 00076FC0 ZwFilterToken
       1947  793 00076FD0 ZwFilterTokenEx
       1948  794 00076230 ZwFindAtom
       1949  795 000765C0 ZwFlushBuffersFile
       1950  796 00076FE0 ZwFlushBuffersFileEx
       1951  797 00076FF0 ZwFlushInstallUILanguage
       1952  798 00077000 ZwFlushInstructionCache
       1953  799 00077010 ZwFlushKey
       1954  79A 00077020 ZwFlushProcessWriteBuffers
       1955  79B 00077030 ZwFlushVirtualMemory
       1956  79C 00077040 ZwFlushWriteBuffer
       1957  79D 00077050 ZwFreeUserPhysicalPages
       1958  79E 000762F0 ZwFreeVirtualMemory
       1959  79F 00077060 ZwFreezeRegistry
       1960  7A0 00077070 ZwFreezeTransactions
       1961  7A1 000764A0 ZwFsControlFile
       1962  7A2 00077080 ZwGetCachedSigningLevel
       1963  7A3 00077090 ZwGetCompleteWnfStateSubscription
       1964  7A4 000770A0 ZwGetContextThread
       1965  7A5 000770B0 ZwGetCurrentProcessorNumber
       1966  7A6 000770C0 ZwGetCurrentProcessorNumberEx
       1967  7A7 000770D0 ZwGetDevicePowerState
       1968  7A8 000770E0 ZwGetMUIRegistryInfo
       1969  7A9 000770F0 ZwGetNextProcess
       1970  7AA 00077100 ZwGetNextThread
       1971  7AB 00077110 ZwGetNlsSectionPtr
       1972  7AC 00077120 ZwGetNotificationResourceManager
       1973  7AD 00077130 ZwGetWriteWatch
       1974  7AE 00077140 ZwImpersonateAnonymousToken
       1975  7AF 00076300 ZwImpersonateClientOfPort
       1976  7B0 00077150 ZwImpersonateThread
       1977  7B1 00077160 ZwInitializeEnclave
       1978  7B2 00077170 ZwInitializeNlsFiles
       1979  7B3 00077180 ZwInitializeRegistry
       1980  7B4 00077190 ZwInitiatePowerAction
       1981  7B5 00076600 ZwIsProcessInJob
       1982  7B6 000771A0 ZwIsSystemResumeAutomatic
       1983  7B7 000771B0 ZwIsUILanguageComitted
       1984  7B8 000771C0 ZwListenPort
       1985  7B9 000771D0 ZwLoadDriver
       1986  7BA 000771E0 ZwLoadEnclaveData
       1989  7BB 000771F0 ZwLoadKey
       1987  7BC 00077200 ZwLoadKey2
       1988  7BD 00077210 ZwLoadKey3
       1990  7BE 00077220 ZwLoadKeyEx
       1991  7BF 00077230 ZwLockFile
       1992  7C0 00077240 ZwLockProductActivationKeys
       1993  7C1 00077250 ZwLockRegistryKey
       1994  7C2 00077260 ZwLockVirtualMemory
       1995  7C3 00077270 ZwMakePermanentObject
       1996  7C4 00077280 ZwMakeTemporaryObject
       1997  7C5 00077290 ZwManageHotPatch
       1998  7C6 000772A0 ZwManagePartition
       1999  7C7 000772B0 ZwMapCMFModule
       2000  7C8 000772C0 ZwMapUserPhysicalPages
       2001  7C9 00076120 ZwMapUserPhysicalPagesScatter
       2002  7CA 00076390 ZwMapViewOfSection
       2003  7CB 000772D0 ZwMapViewOfSectionEx
       2004  7CC 000772E0 ZwModifyBootEntry
       2005  7CD 000772F0 ZwModifyDriverEntry
       2006  7CE 00077300 ZwNotifyChangeDirectoryFile
       2007  7CF 00077310 ZwNotifyChangeDirectoryFileEx
       2008  7D0 00077320 ZwNotifyChangeKey
       2009  7D1 00077330 ZwNotifyChangeMultipleKeys
       2010  7D2 00077340 ZwNotifyChangeSession
       2011  7D3 00077350 ZwOpenCpuPartition
       2012  7D4 00076690 ZwOpenDirectoryObject
       2013  7D5 00077360 ZwOpenEnlistment
       2014  7D6 00076510 ZwOpenEvent
       2015  7D7 00077370 ZwOpenEventPair
       2016  7D8 00076440 ZwOpenFile
       2017  7D9 00077380 ZwOpenIoCompletion
       2018  7DA 00077390 ZwOpenJobObject
       2019  7DB 00076210 ZwOpenKey
       2020  7DC 000773A0 ZwOpenKeyEx
       2021  7DD 000773B0 ZwOpenKeyTransacted
       2022  7DE 000773C0 ZwOpenKeyTransactedEx
       2023  7DF 000773D0 ZwOpenKeyedEvent
       2024  7E0 000773E0 ZwOpenMutant
       2025  7E1 000773F0 ZwOpenObjectAuditAlarm
       2026  7E2 00077400 ZwOpenPartition
       2027  7E3 00077410 ZwOpenPrivateNamespace
       2028  7E4 00076370 ZwOpenProcess
       2029  7E5 00077420 ZwOpenProcessToken
       2030  7E6 00076410 ZwOpenProcessTokenEx
       2031  7E7 00077430 ZwOpenRegistryTransaction
       2032  7E8 00077440 ZwOpenResourceManager
       2033  7E9 00076480 ZwOpenSection
       2034  7EA 00077450 ZwOpenSemaphore
       2035  7EB 00077460 ZwOpenSession
       2036  7EC 00077470 ZwOpenSymbolicLinkObject
       2037  7ED 00077480 ZwOpenThread
       2038  7EE 00076350 ZwOpenThreadToken
       2039  7EF 00076400 ZwOpenThreadTokenEx
       2040  7F0 00077490 ZwOpenTimer
       2041  7F1 000774A0 ZwOpenTransaction
       2042  7F2 000774B0 ZwOpenTransactionManager
       2043  7F3 000774C0 ZwPlugPlayControl
       2044  7F4 00076700 ZwPowerInformation
       2045  7F5 000774D0 ZwPrePrepareComplete
       2046  7F6 000774E0 ZwPrePrepareEnlistment
       2047  7F7 000774F0 ZwPrepareComplete
       2048  7F8 00077500 ZwPrepareEnlistment
       2049  7F9 00077510 ZwPrivilegeCheck
       2050  7FA 00077520 ZwPrivilegeObjectAuditAlarm
       2051  7FB 00077530 ZwPrivilegedServiceAuditAlarm
       2052  7FC 00077540 ZwPropagationComplete
       2053  7FD 00077550 ZwPropagationFailed
       2054  7FE 00076610 ZwProtectVirtualMemory
       2055  7FF 00077560 ZwPssCaptureVaSpaceBulk
       2056  800 00077570 ZwPulseEvent
       2057  801 000764E0 ZwQueryAttributesFile
       2058  802 00077580 ZwQueryAuxiliaryCounterFrequency
       2059  803 00077590 ZwQueryBootEntryOrder
       2060  804 000775A0 ZwQueryBootOptions
       2061  805 000775B0 ZwQueryDebugFilterState
       2062  806 00076240 ZwQueryDefaultLocale
       2063  807 00076550 ZwQueryDefaultUILanguage
       2064  808 00076460 ZwQueryDirectoryFile
       2065  809 000775C0 ZwQueryDirectoryFileEx
       2066  80A 000775D0 ZwQueryDirectoryObject
       2067  80B 000775E0 ZwQueryDriverEntryOrder
       2068  80C 000775F0 ZwQueryEaFile
       2069  80D 00076670 ZwQueryEvent
       2070  80E 00077600 ZwQueryFullAttributesFile
       2071  80F 00077610 ZwQueryInformationAtom
       2072  810 00077620 ZwQueryInformationByName
       2073  811 00077630 ZwQueryInformationCpuPartition
       2074  812 00077640 ZwQueryInformationEnlistment
       2075  813 00076200 ZwQueryInformationFile
       2076  814 00077650 ZwQueryInformationJobObject
       2077  815 00077660 ZwQueryInformationPort
       2078  816 00076280 ZwQueryInformationProcess
       2079  817 00077670 ZwQueryInformationResourceManager
       2080  818 00076360 ZwQueryInformationThread
       2081  819 00076320 ZwQueryInformationToken
       2082  81A 00077680 ZwQueryInformationTransaction
       2083  81B 00077690 ZwQueryInformationTransactionManager
       2084  81C 000776A0 ZwQueryInformationWorkerFactory
       2085  81D 000776B0 ZwQueryInstallUILanguage
       2086  81E 000776C0 ZwQueryIntervalProfile
       2087  81F 000776D0 ZwQueryIoCompletion
       2088  820 000776E0 ZwQueryIoRingCapabilities
       2089  821 00076250 ZwQueryKey
       2090  822 000776F0 ZwQueryLicenseValue
       2091  823 00077700 ZwQueryMultipleValueKey
       2092  824 00077710 ZwQueryMutant
       2093  825 000761F0 ZwQueryObject
       2094  826 00077720 ZwQueryOpenSubKeys
       2095  827 00077730 ZwQueryOpenSubKeysEx
       2096  828 00076420 ZwQueryPerformanceCounter
       2097  829 00077740 ZwQueryPortInformationProcess
       2098  82A 00077750 ZwQueryQuotaInformationFile
       2099  82B 00076620 ZwQuerySection
       2100  82C 00077760 ZwQuerySecurityAttributesToken
       2101  82D 00077770 ZwQuerySecurityObject
       2102  82E 00077780 ZwQuerySecurityPolicy
       2103  82F 00077790 ZwQuerySemaphore
       2104  830 000777A0 ZwQuerySymbolicLinkObject
       2105  831 000777B0 ZwQuerySystemEnvironmentValue
       2106  832 000777C0 ZwQuerySystemEnvironmentValueEx
       2107  833 00076470 ZwQuerySystemInformation
       2108  834 000777D0 ZwQuerySystemInformationEx
       2109  835 000766B0 ZwQuerySystemTime
       2110  836 00076490 ZwQueryTimer
       2111  837 000777E0 ZwQueryTimerResolution
       2112  838 00076260 ZwQueryValueKey
       2113  839 00076340 ZwQueryVirtualMemory
       2114  83A 000765A0 ZwQueryVolumeInformationFile
       2115  83B 000777F0 ZwQueryWnfStateData
       2116  83C 00077800 ZwQueryWnfStateNameInformation
       2117  83D 00076560 ZwQueueApcThread
       2119  83E 00077810 ZwQueueApcThreadEx
       2118  83F 00077820 ZwQueueApcThreadEx2
       2120  840 00077830 ZwRaiseException
       2121  841 00077840 ZwRaiseHardError
       2122  842 00076150 ZwReadFile
       2123  843 000763F0 ZwReadFileScatter
       2124  844 00077850 ZwReadOnlyEnlistment
       2125  845 00076650 ZwReadRequestData
       2126  846 00076500 ZwReadVirtualMemory
       2127  847 00077860 ZwReadVirtualMemoryEx
       2128  848 00077870 ZwRecoverEnlistment
       2129  849 00077880 ZwRecoverResourceManager
       2130  84A 00077890 ZwRecoverTransactionManager
       2131  84B 000778A0 ZwRegisterProtocolAddressInformation
       2132  84C 000778B0 ZwRegisterThreadTerminatePort
       2133  84D 000778C0 ZwReleaseKeyedEvent
       2134  84E 00076310 ZwReleaseMutant
       2135  84F 00076190 ZwReleaseSemaphore
       2136  850 000778D0 ZwReleaseWorkerFactoryWorker
       2137  851 00076180 ZwRemoveIoCompletion
       2138  852 000778E0 ZwRemoveIoCompletionEx
